pre,post,mask
tiles\images\EARTHQUAKE-TURKEY_010449_pre.png,tiles\images\EARTHQUAKE-TURKEY_010449_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010449_class.png
tiles\images\EARTHQUAKE-TURKEY_001580_pre.png,tiles\images\EARTHQUAKE-TURKEY_001580_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001580_class.png
tiles\images\EARTHQUAKE-TURKEY_008869_pre.png,tiles\images\EARTHQUAKE-TURKEY_008869_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008869_class.png
tiles\images\EARTHQUAKE-TURKEY_008675_pre.png,tiles\images\EARTHQUAKE-TURKEY_008675_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008675_class.png
tiles\images\EARTHQUAKE-TURKEY_002238_pre.png,tiles\images\EARTHQUAKE-TURKEY_002238_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002238_class.png
tiles\images\EARTHQUAKE-TURKEY_006569_pre.png,tiles\images\EARTHQUAKE-TURKEY_006569_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006569_class.png
tiles\images\EARTHQUAKE-TURKEY_017388_pre.png,tiles\images\EARTHQUAKE-TURKEY_017388_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017388_class.png
tiles\images\EARTHQUAKE-TURKEY_006807_pre.png,tiles\images\EARTHQUAKE-TURKEY_006807_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006807_class.png
tiles\images\EARTHQUAKE-TURKEY_002034_pre.png,tiles\images\EARTHQUAKE-TURKEY_002034_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002034_class.png
tiles\images\EARTHQUAKE-TURKEY_017323_pre.png,tiles\images\EARTHQUAKE-TURKEY_017323_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017323_class.png
tiles\images\EARTHQUAKE-TURKEY_004494_pre.png,tiles\images\EARTHQUAKE-TURKEY_004494_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004494_class.png
tiles\images\EARTHQUAKE-TURKEY_006959_pre.png,tiles\images\EARTHQUAKE-TURKEY_006959_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006959_class.png
tiles\images\EARTHQUAKE-TURKEY_009102_pre.png,tiles\images\EARTHQUAKE-TURKEY_009102_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009102_class.png
tiles\images\EARTHQUAKE-TURKEY_001258_pre.png,tiles\images\EARTHQUAKE-TURKEY_001258_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001258_class.png
tiles\images\EARTHQUAKE-TURKEY_006538_pre.png,tiles\images\EARTHQUAKE-TURKEY_006538_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006538_class.png
tiles\images\EARTHQUAKE-TURKEY_017006_pre.png,tiles\images\EARTHQUAKE-TURKEY_017006_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017006_class.png
tiles\images\EARTHQUAKE-TURKEY_007326_pre.png,tiles\images\EARTHQUAKE-TURKEY_007326_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007326_class.png
tiles\images\EARTHQUAKE-TURKEY_016141_pre.png,tiles\images\EARTHQUAKE-TURKEY_016141_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016141_class.png
tiles\images\EARTHQUAKE-TURKEY_015002_pre.png,tiles\images\EARTHQUAKE-TURKEY_015002_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015002_class.png
tiles\images\EARTHQUAKE-TURKEY_010290_pre.png,tiles\images\EARTHQUAKE-TURKEY_010290_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010290_class.png
tiles\images\EARTHQUAKE-TURKEY_014220_pre.png,tiles\images\EARTHQUAKE-TURKEY_014220_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014220_class.png
tiles\images\EARTHQUAKE-TURKEY_005505_pre.png,tiles\images\EARTHQUAKE-TURKEY_005505_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_005505_class.png
tiles\images\EARTHQUAKE-TURKEY_006509_pre.png,tiles\images\EARTHQUAKE-TURKEY_006509_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006509_class.png
tiles\images\EARTHQUAKE-TURKEY_014606_pre.png,tiles\images\EARTHQUAKE-TURKEY_014606_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014606_class.png
tiles\images\EARTHQUAKE-TURKEY_009697_pre.png,tiles\images\EARTHQUAKE-TURKEY_009697_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009697_class.png
tiles\images\EARTHQUAKE-TURKEY_017088_pre.png,tiles\images\EARTHQUAKE-TURKEY_017088_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017088_class.png
tiles\images\EARTHQUAKE-TURKEY_016350_pre.png,tiles\images\EARTHQUAKE-TURKEY_016350_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016350_class.png
tiles\images\EARTHQUAKE-TURKEY_014722_pre.png,tiles\images\EARTHQUAKE-TURKEY_014722_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014722_class.png
tiles\images\EARTHQUAKE-TURKEY_004456_pre.png,tiles\images\EARTHQUAKE-TURKEY_004456_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004456_class.png
tiles\images\EARTHQUAKE-TURKEY_004979_pre.png,tiles\images\EARTHQUAKE-TURKEY_004979_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004979_class.png
tiles\images\EARTHQUAKE-TURKEY_016988_pre.png,tiles\images\EARTHQUAKE-TURKEY_016988_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016988_class.png
tiles\images\EARTHQUAKE-TURKEY_012214_pre.png,tiles\images\EARTHQUAKE-TURKEY_012214_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012214_class.png
tiles\images\EARTHQUAKE-TURKEY_005527_pre.png,tiles\images\EARTHQUAKE-TURKEY_005527_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_005527_class.png
tiles\images\EARTHQUAKE-TURKEY_000818_pre.png,tiles\images\EARTHQUAKE-TURKEY_000818_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000818_class.png
tiles\images\EARTHQUAKE-TURKEY_014265_pre.png,tiles\images\EARTHQUAKE-TURKEY_014265_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014265_class.png
tiles\images\EARTHQUAKE-TURKEY_007085_pre.png,tiles\images\EARTHQUAKE-TURKEY_007085_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007085_class.png
tiles\images\EARTHQUAKE-TURKEY_006860_pre.png,tiles\images\EARTHQUAKE-TURKEY_006860_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006860_class.png
tiles\images\EARTHQUAKE-TURKEY_012849_pre.png,tiles\images\EARTHQUAKE-TURKEY_012849_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012849_class.png
tiles\images\EARTHQUAKE-TURKEY_017996_pre.png,tiles\images\EARTHQUAKE-TURKEY_017996_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017996_class.png
tiles\images\EARTHQUAKE-TURKEY_005015_pre.png,tiles\images\EARTHQUAKE-TURKEY_005015_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_005015_class.png
tiles\images\EARTHQUAKE-TURKEY_002310_pre.png,tiles\images\EARTHQUAKE-TURKEY_002310_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002310_class.png
tiles\images\EARTHQUAKE-TURKEY_014365_pre.png,tiles\images\EARTHQUAKE-TURKEY_014365_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014365_class.png
tiles\images\EARTHQUAKE-TURKEY_003275_pre.png,tiles\images\EARTHQUAKE-TURKEY_003275_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003275_class.png
tiles\images\EARTHQUAKE-TURKEY_006454_pre.png,tiles\images\EARTHQUAKE-TURKEY_006454_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006454_class.png
tiles\images\EARTHQUAKE-TURKEY_011738_pre.png,tiles\images\EARTHQUAKE-TURKEY_011738_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011738_class.png
tiles\images\EARTHQUAKE-TURKEY_003601_pre.png,tiles\images\EARTHQUAKE-TURKEY_003601_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003601_class.png
tiles\images\EARTHQUAKE-TURKEY_015366_pre.png,tiles\images\EARTHQUAKE-TURKEY_015366_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015366_class.png
tiles\images\EARTHQUAKE-TURKEY_000462_pre.png,tiles\images\EARTHQUAKE-TURKEY_000462_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000462_class.png
tiles\images\EARTHQUAKE-TURKEY_002294_pre.png,tiles\images\EARTHQUAKE-TURKEY_002294_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002294_class.png
tiles\images\EARTHQUAKE-TURKEY_005170_pre.png,tiles\images\EARTHQUAKE-TURKEY_005170_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_005170_class.png
tiles\images\EARTHQUAKE-TURKEY_009777_pre.png,tiles\images\EARTHQUAKE-TURKEY_009777_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009777_class.png
tiles\images\EARTHQUAKE-TURKEY_003728_pre.png,tiles\images\EARTHQUAKE-TURKEY_003728_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003728_class.png
tiles\images\EARTHQUAKE-TURKEY_014627_pre.png,tiles\images\EARTHQUAKE-TURKEY_014627_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014627_class.png
tiles\images\EARTHQUAKE-TURKEY_012240_pre.png,tiles\images\EARTHQUAKE-TURKEY_012240_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012240_class.png
tiles\images\EARTHQUAKE-TURKEY_013212_pre.png,tiles\images\EARTHQUAKE-TURKEY_013212_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_013212_class.png
tiles\images\EARTHQUAKE-TURKEY_009384_pre.png,tiles\images\EARTHQUAKE-TURKEY_009384_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009384_class.png
tiles\images\EARTHQUAKE-TURKEY_006113_pre.png,tiles\images\EARTHQUAKE-TURKEY_006113_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006113_class.png
tiles\images\EARTHQUAKE-TURKEY_017219_pre.png,tiles\images\EARTHQUAKE-TURKEY_017219_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017219_class.png
tiles\images\EARTHQUAKE-TURKEY_007483_pre.png,tiles\images\EARTHQUAKE-TURKEY_007483_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007483_class.png
tiles\images\EARTHQUAKE-TURKEY_001948_pre.png,tiles\images\EARTHQUAKE-TURKEY_001948_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001948_class.png
tiles\images\EARTHQUAKE-TURKEY_002156_pre.png,tiles\images\EARTHQUAKE-TURKEY_002156_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002156_class.png
tiles\images\EARTHQUAKE-TURKEY_008349_pre.png,tiles\images\EARTHQUAKE-TURKEY_008349_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008349_class.png
tiles\images\EARTHQUAKE-TURKEY_002041_pre.png,tiles\images\EARTHQUAKE-TURKEY_002041_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002041_class.png
tiles\images\EARTHQUAKE-TURKEY_014251_pre.png,tiles\images\EARTHQUAKE-TURKEY_014251_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014251_class.png
tiles\images\EARTHQUAKE-TURKEY_015612_pre.png,tiles\images\EARTHQUAKE-TURKEY_015612_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015612_class.png
tiles\images\EARTHQUAKE-TURKEY_012447_pre.png,tiles\images\EARTHQUAKE-TURKEY_012447_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012447_class.png
tiles\images\EARTHQUAKE-TURKEY_009039_pre.png,tiles\images\EARTHQUAKE-TURKEY_009039_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009039_class.png
tiles\images\EARTHQUAKE-TURKEY_008763_pre.png,tiles\images\EARTHQUAKE-TURKEY_008763_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008763_class.png
tiles\images\EARTHQUAKE-TURKEY_007210_pre.png,tiles\images\EARTHQUAKE-TURKEY_007210_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007210_class.png
tiles\images\EARTHQUAKE-TURKEY_014893_pre.png,tiles\images\EARTHQUAKE-TURKEY_014893_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014893_class.png
tiles\images\EARTHQUAKE-TURKEY_017078_pre.png,tiles\images\EARTHQUAKE-TURKEY_017078_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017078_class.png
tiles\images\EARTHQUAKE-TURKEY_012667_pre.png,tiles\images\EARTHQUAKE-TURKEY_012667_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012667_class.png
tiles\images\EARTHQUAKE-TURKEY_015254_pre.png,tiles\images\EARTHQUAKE-TURKEY_015254_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015254_class.png
tiles\images\EARTHQUAKE-TURKEY_015760_pre.png,tiles\images\EARTHQUAKE-TURKEY_015760_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015760_class.png
tiles\images\EARTHQUAKE-TURKEY_013074_pre.png,tiles\images\EARTHQUAKE-TURKEY_013074_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_013074_class.png
tiles\images\EARTHQUAKE-TURKEY_010528_pre.png,tiles\images\EARTHQUAKE-TURKEY_010528_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010528_class.png
tiles\images\EARTHQUAKE-TURKEY_004988_pre.png,tiles\images\EARTHQUAKE-TURKEY_004988_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004988_class.png
tiles\images\EARTHQUAKE-TURKEY_002632_pre.png,tiles\images\EARTHQUAKE-TURKEY_002632_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002632_class.png
tiles\images\EARTHQUAKE-TURKEY_016243_pre.png,tiles\images\EARTHQUAKE-TURKEY_016243_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016243_class.png
tiles\images\EARTHQUAKE-TURKEY_001729_pre.png,tiles\images\EARTHQUAKE-TURKEY_001729_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001729_class.png
tiles\images\EARTHQUAKE-TURKEY_013215_pre.png,tiles\images\EARTHQUAKE-TURKEY_013215_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_013215_class.png
tiles\images\EARTHQUAKE-TURKEY_006567_pre.png,tiles\images\EARTHQUAKE-TURKEY_006567_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006567_class.png
tiles\images\EARTHQUAKE-TURKEY_007557_pre.png,tiles\images\EARTHQUAKE-TURKEY_007557_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007557_class.png
tiles\images\EARTHQUAKE-TURKEY_006229_pre.png,tiles\images\EARTHQUAKE-TURKEY_006229_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006229_class.png
tiles\images\EARTHQUAKE-TURKEY_012504_pre.png,tiles\images\EARTHQUAKE-TURKEY_012504_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012504_class.png
tiles\images\EARTHQUAKE-TURKEY_010518_pre.png,tiles\images\EARTHQUAKE-TURKEY_010518_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010518_class.png
tiles\images\EARTHQUAKE-TURKEY_008498_pre.png,tiles\images\EARTHQUAKE-TURKEY_008498_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008498_class.png
tiles\images\EARTHQUAKE-TURKEY_011389_pre.png,tiles\images\EARTHQUAKE-TURKEY_011389_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011389_class.png
tiles\images\EARTHQUAKE-TURKEY_003669_pre.png,tiles\images\EARTHQUAKE-TURKEY_003669_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003669_class.png
tiles\images\EARTHQUAKE-TURKEY_008509_pre.png,tiles\images\EARTHQUAKE-TURKEY_008509_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008509_class.png
tiles\images\EARTHQUAKE-TURKEY_012984_pre.png,tiles\images\EARTHQUAKE-TURKEY_012984_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012984_class.png
tiles\images\EARTHQUAKE-TURKEY_018065_pre.png,tiles\images\EARTHQUAKE-TURKEY_018065_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_018065_class.png
tiles\images\EARTHQUAKE-TURKEY_005122_pre.png,tiles\images\EARTHQUAKE-TURKEY_005122_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_005122_class.png
tiles\images\EARTHQUAKE-TURKEY_003450_pre.png,tiles\images\EARTHQUAKE-TURKEY_003450_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003450_class.png
tiles\images\EARTHQUAKE-TURKEY_017521_pre.png,tiles\images\EARTHQUAKE-TURKEY_017521_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017521_class.png
tiles\images\EARTHQUAKE-TURKEY_015034_pre.png,tiles\images\EARTHQUAKE-TURKEY_015034_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015034_class.png
tiles\images\EARTHQUAKE-TURKEY_015017_pre.png,tiles\images\EARTHQUAKE-TURKEY_015017_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015017_class.png
tiles\images\EARTHQUAKE-TURKEY_011647_pre.png,tiles\images\EARTHQUAKE-TURKEY_011647_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_011647_class.png
tiles\images\EARTHQUAKE-TURKEY_004126_pre.png,tiles\images\EARTHQUAKE-TURKEY_004126_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004126_class.png
tiles\images\EARTHQUAKE-TURKEY_017846_pre.png,tiles\images\EARTHQUAKE-TURKEY_017846_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017846_class.png
tiles\images\EARTHQUAKE-TURKEY_003900_pre.png,tiles\images\EARTHQUAKE-TURKEY_003900_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003900_class.png
tiles\images\EARTHQUAKE-TURKEY_006792_pre.png,tiles\images\EARTHQUAKE-TURKEY_006792_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006792_class.png
tiles\images\EARTHQUAKE-TURKEY_014762_pre.png,tiles\images\EARTHQUAKE-TURKEY_014762_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014762_class.png
tiles\images\EARTHQUAKE-TURKEY_002562_pre.png,tiles\images\EARTHQUAKE-TURKEY_002562_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002562_class.png
tiles\images\EARTHQUAKE-TURKEY_004111_pre.png,tiles\images\EARTHQUAKE-TURKEY_004111_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004111_class.png
tiles\images\EARTHQUAKE-TURKEY_015373_pre.png,tiles\images\EARTHQUAKE-TURKEY_015373_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015373_class.png
tiles\images\EARTHQUAKE-TURKEY_016398_pre.png,tiles\images\EARTHQUAKE-TURKEY_016398_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016398_class.png
tiles\images\EARTHQUAKE-TURKEY_008250_pre.png,tiles\images\EARTHQUAKE-TURKEY_008250_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008250_class.png
tiles\images\EARTHQUAKE-TURKEY_010904_pre.png,tiles\images\EARTHQUAKE-TURKEY_010904_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010904_class.png
tiles\images\EARTHQUAKE-TURKEY_001427_pre.png,tiles\images\EARTHQUAKE-TURKEY_001427_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001427_class.png
tiles\images\EARTHQUAKE-TURKEY_003679_pre.png,tiles\images\EARTHQUAKE-TURKEY_003679_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_003679_class.png
tiles\images\EARTHQUAKE-TURKEY_000774_pre.png,tiles\images\EARTHQUAKE-TURKEY_000774_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000774_class.png
tiles\images\EARTHQUAKE-TURKEY_001016_pre.png,tiles\images\EARTHQUAKE-TURKEY_001016_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_001016_class.png
tiles\images\EARTHQUAKE-TURKEY_010089_pre.png,tiles\images\EARTHQUAKE-TURKEY_010089_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010089_class.png
tiles\images\EARTHQUAKE-TURKEY_008040_pre.png,tiles\images\EARTHQUAKE-TURKEY_008040_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008040_class.png
tiles\images\EARTHQUAKE-TURKEY_014543_pre.png,tiles\images\EARTHQUAKE-TURKEY_014543_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014543_class.png
tiles\images\EARTHQUAKE-TURKEY_012693_pre.png,tiles\images\EARTHQUAKE-TURKEY_012693_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012693_class.png
tiles\images\EARTHQUAKE-TURKEY_000443_pre.png,tiles\images\EARTHQUAKE-TURKEY_000443_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000443_class.png
tiles\images\EARTHQUAKE-TURKEY_000854_pre.png,tiles\images\EARTHQUAKE-TURKEY_000854_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000854_class.png
tiles\images\EARTHQUAKE-TURKEY_009342_pre.png,tiles\images\EARTHQUAKE-TURKEY_009342_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_009342_class.png
tiles\images\EARTHQUAKE-TURKEY_010729_pre.png,tiles\images\EARTHQUAKE-TURKEY_010729_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010729_class.png
tiles\images\EARTHQUAKE-TURKEY_004999_pre.png,tiles\images\EARTHQUAKE-TURKEY_004999_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004999_class.png
tiles\images\EARTHQUAKE-TURKEY_016244_pre.png,tiles\images\EARTHQUAKE-TURKEY_016244_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016244_class.png
tiles\images\EARTHQUAKE-TURKEY_004812_pre.png,tiles\images\EARTHQUAKE-TURKEY_004812_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004812_class.png
tiles\images\EARTHQUAKE-TURKEY_012611_pre.png,tiles\images\EARTHQUAKE-TURKEY_012611_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012611_class.png
tiles\images\EARTHQUAKE-TURKEY_000897_pre.png,tiles\images\EARTHQUAKE-TURKEY_000897_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000897_class.png
tiles\images\EARTHQUAKE-TURKEY_004734_pre.png,tiles\images\EARTHQUAKE-TURKEY_004734_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004734_class.png
tiles\images\EARTHQUAKE-TURKEY_000042_pre.png,tiles\images\EARTHQUAKE-TURKEY_000042_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000042_class.png
tiles\images\EARTHQUAKE-TURKEY_014272_pre.png,tiles\images\EARTHQUAKE-TURKEY_014272_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014272_class.png
tiles\images\EARTHQUAKE-TURKEY_008227_pre.png,tiles\images\EARTHQUAKE-TURKEY_008227_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008227_class.png
tiles\images\EARTHQUAKE-TURKEY_015746_pre.png,tiles\images\EARTHQUAKE-TURKEY_015746_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015746_class.png
tiles\images\EARTHQUAKE-TURKEY_000677_pre.png,tiles\images\EARTHQUAKE-TURKEY_000677_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000677_class.png
tiles\images\EARTHQUAKE-TURKEY_000355_pre.png,tiles\images\EARTHQUAKE-TURKEY_000355_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_000355_class.png
tiles\images\EARTHQUAKE-TURKEY_016681_pre.png,tiles\images\EARTHQUAKE-TURKEY_016681_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016681_class.png
tiles\images\EARTHQUAKE-TURKEY_017744_pre.png,tiles\images\EARTHQUAKE-TURKEY_017744_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_017744_class.png
tiles\images\EARTHQUAKE-TURKEY_008775_pre.png,tiles\images\EARTHQUAKE-TURKEY_008775_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008775_class.png
tiles\images\EARTHQUAKE-TURKEY_012592_pre.png,tiles\images\EARTHQUAKE-TURKEY_012592_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_012592_class.png
tiles\images\EARTHQUAKE-TURKEY_015603_pre.png,tiles\images\EARTHQUAKE-TURKEY_015603_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015603_class.png
tiles\images\EARTHQUAKE-TURKEY_002345_pre.png,tiles\images\EARTHQUAKE-TURKEY_002345_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_002345_class.png
tiles\images\EARTHQUAKE-TURKEY_008068_pre.png,tiles\images\EARTHQUAKE-TURKEY_008068_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_008068_class.png
tiles\images\EARTHQUAKE-TURKEY_018022_pre.png,tiles\images\EARTHQUAKE-TURKEY_018022_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_018022_class.png
tiles\images\EARTHQUAKE-TURKEY_015314_pre.png,tiles\images\EARTHQUAKE-TURKEY_015314_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_015314_class.png
tiles\images\EARTHQUAKE-TURKEY_004662_pre.png,tiles\images\EARTHQUAKE-TURKEY_004662_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_004662_class.png
tiles\images\EARTHQUAKE-TURKEY_010735_pre.png,tiles\images\EARTHQUAKE-TURKEY_010735_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010735_class.png
tiles\images\EARTHQUAKE-TURKEY_014582_pre.png,tiles\images\EARTHQUAKE-TURKEY_014582_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014582_class.png
tiles\images\EARTHQUAKE-TURKEY_010245_pre.png,tiles\images\EARTHQUAKE-TURKEY_010245_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_010245_class.png
tiles\images\EARTHQUAKE-TURKEY_007779_pre.png,tiles\images\EARTHQUAKE-TURKEY_007779_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_007779_class.png
tiles\images\EARTHQUAKE-TURKEY_006152_pre.png,tiles\images\EARTHQUAKE-TURKEY_006152_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_006152_class.png
tiles\images\EARTHQUAKE-TURKEY_016706_pre.png,tiles\images\EARTHQUAKE-TURKEY_016706_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_016706_class.png
tiles\images\EARTHQUAKE-TURKEY_014426_pre.png,tiles\images\EARTHQUAKE-TURKEY_014426_post.png,pseudo_labels\masks\EARTHQUAKE-TURKEY_014426_class.png
