pre,post,mask
tiles/images\EARTHQUAKE-TURKEY_006490_pre.png,tiles/images\EARTHQUAKE-TURKEY_006490_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006490_class.png
tiles/images\EARTHQUAKE-TURKEY_006509_pre.png,tiles/images\EARTHQUAKE-TURKEY_006509_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006509_class.png
tiles/images\EARTHQUAKE-TURKEY_006514_pre.png,tiles/images\EARTHQUAKE-TURKEY_006514_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006514_class.png
tiles/images\EARTHQUAKE-TURKEY_006567_pre.png,tiles/images\EARTHQUAKE-TURKEY_006567_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006567_class.png
tiles/images\EARTHQUAKE-TURKEY_006569_pre.png,tiles/images\EARTHQUAKE-TURKEY_006569_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006569_class.png
tiles/images\EARTHQUAKE-TURKEY_006570_pre.png,tiles/images\EARTHQUAKE-TURKEY_006570_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006570_class.png
tiles/images\EARTHQUAKE-TURKEY_006630_pre.png,tiles/images\EARTHQUAKE-TURKEY_006630_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006630_class.png
tiles/images\EARTHQUAKE-TURKEY_006644_pre.png,tiles/images\EARTHQUAKE-TURKEY_006644_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006644_class.png
tiles/images\EARTHQUAKE-TURKEY_006664_pre.png,tiles/images\EARTHQUAKE-TURKEY_006664_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006664_class.png
tiles/images\EARTHQUAKE-TURKEY_006682_pre.png,tiles/images\EARTHQUAKE-TURKEY_006682_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006682_class.png
tiles/images\EARTHQUAKE-TURKEY_006693_pre.png,tiles/images\EARTHQUAKE-TURKEY_006693_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006693_class.png
tiles/images\EARTHQUAKE-TURKEY_006700_pre.png,tiles/images\EARTHQUAKE-TURKEY_006700_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006700_class.png
tiles/images\EARTHQUAKE-TURKEY_006722_pre.png,tiles/images\EARTHQUAKE-TURKEY_006722_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006722_class.png
tiles/images\EARTHQUAKE-TURKEY_006757_pre.png,tiles/images\EARTHQUAKE-TURKEY_006757_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006757_class.png
tiles/images\EARTHQUAKE-TURKEY_006792_pre.png,tiles/images\EARTHQUAKE-TURKEY_006792_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006792_class.png
tiles/images\EARTHQUAKE-TURKEY_006806_pre.png,tiles/images\EARTHQUAKE-TURKEY_006806_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006806_class.png
tiles/images\EARTHQUAKE-TURKEY_006807_pre.png,tiles/images\EARTHQUAKE-TURKEY_006807_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006807_class.png
tiles/images\EARTHQUAKE-TURKEY_006809_pre.png,tiles/images\EARTHQUAKE-TURKEY_006809_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006809_class.png
tiles/images\EARTHQUAKE-TURKEY_006824_pre.png,tiles/images\EARTHQUAKE-TURKEY_006824_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006824_class.png
tiles/images\EARTHQUAKE-TURKEY_006827_pre.png,tiles/images\EARTHQUAKE-TURKEY_006827_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006827_class.png
tiles/images\EARTHQUAKE-TURKEY_006860_pre.png,tiles/images\EARTHQUAKE-TURKEY_006860_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006860_class.png
tiles/images\EARTHQUAKE-TURKEY_006899_pre.png,tiles/images\EARTHQUAKE-TURKEY_006899_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_006899_class.png
tiles/images\EARTHQUAKE-TURKEY_007006_pre.png,tiles/images\EARTHQUAKE-TURKEY_007006_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007006_class.png
tiles/images\EARTHQUAKE-TURKEY_007017_pre.png,tiles/images\EARTHQUAKE-TURKEY_007017_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007017_class.png
tiles/images\EARTHQUAKE-TURKEY_007059_pre.png,tiles/images\EARTHQUAKE-TURKEY_007059_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007059_class.png
tiles/images\EARTHQUAKE-TURKEY_007085_pre.png,tiles/images\EARTHQUAKE-TURKEY_007085_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007085_class.png
tiles/images\EARTHQUAKE-TURKEY_007100_pre.png,tiles/images\EARTHQUAKE-TURKEY_007100_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007100_class.png
tiles/images\EARTHQUAKE-TURKEY_007102_pre.png,tiles/images\EARTHQUAKE-TURKEY_007102_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007102_class.png
tiles/images\EARTHQUAKE-TURKEY_007209_pre.png,tiles/images\EARTHQUAKE-TURKEY_007209_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007209_class.png
tiles/images\EARTHQUAKE-TURKEY_007210_pre.png,tiles/images\EARTHQUAKE-TURKEY_007210_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007210_class.png
tiles/images\EARTHQUAKE-TURKEY_007230_pre.png,tiles/images\EARTHQUAKE-TURKEY_007230_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007230_class.png
tiles/images\EARTHQUAKE-TURKEY_007262_pre.png,tiles/images\EARTHQUAKE-TURKEY_007262_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007262_class.png
tiles/images\EARTHQUAKE-TURKEY_007281_pre.png,tiles/images\EARTHQUAKE-TURKEY_007281_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007281_class.png
tiles/images\EARTHQUAKE-TURKEY_007290_pre.png,tiles/images\EARTHQUAKE-TURKEY_007290_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007290_class.png
tiles/images\EARTHQUAKE-TURKEY_007322_pre.png,tiles/images\EARTHQUAKE-TURKEY_007322_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007322_class.png
tiles/images\EARTHQUAKE-TURKEY_007326_pre.png,tiles/images\EARTHQUAKE-TURKEY_007326_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007326_class.png
tiles/images\EARTHQUAKE-TURKEY_007344_pre.png,tiles/images\EARTHQUAKE-TURKEY_007344_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007344_class.png
tiles/images\EARTHQUAKE-TURKEY_007391_pre.png,tiles/images\EARTHQUAKE-TURKEY_007391_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007391_class.png
tiles/images\EARTHQUAKE-TURKEY_007418_pre.png,tiles/images\EARTHQUAKE-TURKEY_007418_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007418_class.png
tiles/images\EARTHQUAKE-TURKEY_007430_pre.png,tiles/images\EARTHQUAKE-TURKEY_007430_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007430_class.png
tiles/images\EARTHQUAKE-TURKEY_007446_pre.png,tiles/images\EARTHQUAKE-TURKEY_007446_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007446_class.png
tiles/images\EARTHQUAKE-TURKEY_007483_pre.png,tiles/images\EARTHQUAKE-TURKEY_007483_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007483_class.png
tiles/images\EARTHQUAKE-TURKEY_007494_pre.png,tiles/images\EARTHQUAKE-TURKEY_007494_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007494_class.png
tiles/images\EARTHQUAKE-TURKEY_007535_pre.png,tiles/images\EARTHQUAKE-TURKEY_007535_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007535_class.png
tiles/images\EARTHQUAKE-TURKEY_007557_pre.png,tiles/images\EARTHQUAKE-TURKEY_007557_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007557_class.png
tiles/images\EARTHQUAKE-TURKEY_007576_pre.png,tiles/images\EARTHQUAKE-TURKEY_007576_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007576_class.png
tiles/images\EARTHQUAKE-TURKEY_007588_pre.png,tiles/images\EARTHQUAKE-TURKEY_007588_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007588_class.png
tiles/images\EARTHQUAKE-TURKEY_007650_pre.png,tiles/images\EARTHQUAKE-TURKEY_007650_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007650_class.png
tiles/images\EARTHQUAKE-TURKEY_007678_pre.png,tiles/images\EARTHQUAKE-TURKEY_007678_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007678_class.png
tiles/images\EARTHQUAKE-TURKEY_007702_pre.png,tiles/images\EARTHQUAKE-TURKEY_007702_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007702_class.png
tiles/images\EARTHQUAKE-TURKEY_007740_pre.png,tiles/images\EARTHQUAKE-TURKEY_007740_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007740_class.png
tiles/images\EARTHQUAKE-TURKEY_007744_pre.png,tiles/images\EARTHQUAKE-TURKEY_007744_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007744_class.png
tiles/images\EARTHQUAKE-TURKEY_007779_pre.png,tiles/images\EARTHQUAKE-TURKEY_007779_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007779_class.png
tiles/images\EARTHQUAKE-TURKEY_007784_pre.png,tiles/images\EARTHQUAKE-TURKEY_007784_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007784_class.png
tiles/images\EARTHQUAKE-TURKEY_007837_pre.png,tiles/images\EARTHQUAKE-TURKEY_007837_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007837_class.png
tiles/images\EARTHQUAKE-TURKEY_007882_pre.png,tiles/images\EARTHQUAKE-TURKEY_007882_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007882_class.png
tiles/images\EARTHQUAKE-TURKEY_007949_pre.png,tiles/images\EARTHQUAKE-TURKEY_007949_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007949_class.png
tiles/images\EARTHQUAKE-TURKEY_007954_pre.png,tiles/images\EARTHQUAKE-TURKEY_007954_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007954_class.png
tiles/images\EARTHQUAKE-TURKEY_007993_pre.png,tiles/images\EARTHQUAKE-TURKEY_007993_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_007993_class.png
tiles/images\EARTHQUAKE-TURKEY_008040_pre.png,tiles/images\EARTHQUAKE-TURKEY_008040_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008040_class.png
tiles/images\EARTHQUAKE-TURKEY_008051_pre.png,tiles/images\EARTHQUAKE-TURKEY_008051_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008051_class.png
tiles/images\EARTHQUAKE-TURKEY_008068_pre.png,tiles/images\EARTHQUAKE-TURKEY_008068_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008068_class.png
tiles/images\EARTHQUAKE-TURKEY_008073_pre.png,tiles/images\EARTHQUAKE-TURKEY_008073_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008073_class.png
tiles/images\EARTHQUAKE-TURKEY_008103_pre.png,tiles/images\EARTHQUAKE-TURKEY_008103_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008103_class.png
tiles/images\EARTHQUAKE-TURKEY_008118_pre.png,tiles/images\EARTHQUAKE-TURKEY_008118_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008118_class.png
tiles/images\EARTHQUAKE-TURKEY_008172_pre.png,tiles/images\EARTHQUAKE-TURKEY_008172_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008172_class.png
tiles/images\EARTHQUAKE-TURKEY_008193_pre.png,tiles/images\EARTHQUAKE-TURKEY_008193_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008193_class.png
tiles/images\EARTHQUAKE-TURKEY_008227_pre.png,tiles/images\EARTHQUAKE-TURKEY_008227_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008227_class.png
tiles/images\EARTHQUAKE-TURKEY_008250_pre.png,tiles/images\EARTHQUAKE-TURKEY_008250_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008250_class.png
tiles/images\EARTHQUAKE-TURKEY_008321_pre.png,tiles/images\EARTHQUAKE-TURKEY_008321_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008321_class.png
tiles/images\EARTHQUAKE-TURKEY_008349_pre.png,tiles/images\EARTHQUAKE-TURKEY_008349_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008349_class.png
tiles/images\EARTHQUAKE-TURKEY_008359_pre.png,tiles/images\EARTHQUAKE-TURKEY_008359_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008359_class.png
tiles/images\EARTHQUAKE-TURKEY_008360_pre.png,tiles/images\EARTHQUAKE-TURKEY_008360_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008360_class.png
tiles/images\EARTHQUAKE-TURKEY_008382_pre.png,tiles/images\EARTHQUAKE-TURKEY_008382_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008382_class.png
tiles/images\EARTHQUAKE-TURKEY_008400_pre.png,tiles/images\EARTHQUAKE-TURKEY_008400_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008400_class.png
tiles/images\EARTHQUAKE-TURKEY_008424_pre.png,tiles/images\EARTHQUAKE-TURKEY_008424_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008424_class.png
tiles/images\EARTHQUAKE-TURKEY_008464_pre.png,tiles/images\EARTHQUAKE-TURKEY_008464_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008464_class.png
tiles/images\EARTHQUAKE-TURKEY_008495_pre.png,tiles/images\EARTHQUAKE-TURKEY_008495_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008495_class.png
tiles/images\EARTHQUAKE-TURKEY_008496_pre.png,tiles/images\EARTHQUAKE-TURKEY_008496_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008496_class.png
tiles/images\EARTHQUAKE-TURKEY_008498_pre.png,tiles/images\EARTHQUAKE-TURKEY_008498_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008498_class.png
tiles/images\EARTHQUAKE-TURKEY_008509_pre.png,tiles/images\EARTHQUAKE-TURKEY_008509_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008509_class.png
tiles/images\EARTHQUAKE-TURKEY_008533_pre.png,tiles/images\EARTHQUAKE-TURKEY_008533_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008533_class.png
tiles/images\EARTHQUAKE-TURKEY_008578_pre.png,tiles/images\EARTHQUAKE-TURKEY_008578_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008578_class.png
tiles/images\EARTHQUAKE-TURKEY_008598_pre.png,tiles/images\EARTHQUAKE-TURKEY_008598_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008598_class.png
tiles/images\EARTHQUAKE-TURKEY_008605_pre.png,tiles/images\EARTHQUAKE-TURKEY_008605_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008605_class.png
tiles/images\EARTHQUAKE-TURKEY_008609_pre.png,tiles/images\EARTHQUAKE-TURKEY_008609_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008609_class.png
tiles/images\EARTHQUAKE-TURKEY_008646_pre.png,tiles/images\EARTHQUAKE-TURKEY_008646_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008646_class.png
tiles/images\EARTHQUAKE-TURKEY_008663_pre.png,tiles/images\EARTHQUAKE-TURKEY_008663_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008663_class.png
tiles/images\EARTHQUAKE-TURKEY_008675_pre.png,tiles/images\EARTHQUAKE-TURKEY_008675_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008675_class.png
tiles/images\EARTHQUAKE-TURKEY_008687_pre.png,tiles/images\EARTHQUAKE-TURKEY_008687_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008687_class.png
tiles/images\EARTHQUAKE-TURKEY_008738_pre.png,tiles/images\EARTHQUAKE-TURKEY_008738_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008738_class.png
tiles/images\EARTHQUAKE-TURKEY_008752_pre.png,tiles/images\EARTHQUAKE-TURKEY_008752_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008752_class.png
tiles/images\EARTHQUAKE-TURKEY_008763_pre.png,tiles/images\EARTHQUAKE-TURKEY_008763_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008763_class.png
tiles/images\EARTHQUAKE-TURKEY_008775_pre.png,tiles/images\EARTHQUAKE-TURKEY_008775_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008775_class.png
tiles/images\EARTHQUAKE-TURKEY_008869_pre.png,tiles/images\EARTHQUAKE-TURKEY_008869_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008869_class.png
tiles/images\EARTHQUAKE-TURKEY_008873_pre.png,tiles/images\EARTHQUAKE-TURKEY_008873_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008873_class.png
tiles/images\EARTHQUAKE-TURKEY_008882_pre.png,tiles/images\EARTHQUAKE-TURKEY_008882_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008882_class.png
tiles/images\EARTHQUAKE-TURKEY_008914_pre.png,tiles/images\EARTHQUAKE-TURKEY_008914_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008914_class.png
tiles/images\EARTHQUAKE-TURKEY_008947_pre.png,tiles/images\EARTHQUAKE-TURKEY_008947_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008947_class.png
tiles/images\EARTHQUAKE-TURKEY_008957_pre.png,tiles/images\EARTHQUAKE-TURKEY_008957_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008957_class.png
tiles/images\EARTHQUAKE-TURKEY_008989_pre.png,tiles/images\EARTHQUAKE-TURKEY_008989_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008989_class.png
tiles/images\EARTHQUAKE-TURKEY_008997_pre.png,tiles/images\EARTHQUAKE-TURKEY_008997_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_008997_class.png
tiles/images\EARTHQUAKE-TURKEY_009015_pre.png,tiles/images\EARTHQUAKE-TURKEY_009015_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009015_class.png
tiles/images\EARTHQUAKE-TURKEY_009031_pre.png,tiles/images\EARTHQUAKE-TURKEY_009031_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009031_class.png
tiles/images\EARTHQUAKE-TURKEY_009038_pre.png,tiles/images\EARTHQUAKE-TURKEY_009038_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009038_class.png
tiles/images\EARTHQUAKE-TURKEY_009039_pre.png,tiles/images\EARTHQUAKE-TURKEY_009039_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009039_class.png
tiles/images\EARTHQUAKE-TURKEY_009060_pre.png,tiles/images\EARTHQUAKE-TURKEY_009060_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009060_class.png
tiles/images\EARTHQUAKE-TURKEY_009064_pre.png,tiles/images\EARTHQUAKE-TURKEY_009064_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009064_class.png
tiles/images\EARTHQUAKE-TURKEY_009070_pre.png,tiles/images\EARTHQUAKE-TURKEY_009070_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009070_class.png
tiles/images\EARTHQUAKE-TURKEY_009090_pre.png,tiles/images\EARTHQUAKE-TURKEY_009090_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009090_class.png
tiles/images\EARTHQUAKE-TURKEY_009102_pre.png,tiles/images\EARTHQUAKE-TURKEY_009102_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009102_class.png
tiles/images\EARTHQUAKE-TURKEY_009105_pre.png,tiles/images\EARTHQUAKE-TURKEY_009105_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009105_class.png
tiles/images\EARTHQUAKE-TURKEY_009122_pre.png,tiles/images\EARTHQUAKE-TURKEY_009122_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009122_class.png
tiles/images\EARTHQUAKE-TURKEY_009153_pre.png,tiles/images\EARTHQUAKE-TURKEY_009153_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009153_class.png
tiles/images\EARTHQUAKE-TURKEY_009154_pre.png,tiles/images\EARTHQUAKE-TURKEY_009154_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009154_class.png
tiles/images\EARTHQUAKE-TURKEY_009177_pre.png,tiles/images\EARTHQUAKE-TURKEY_009177_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009177_class.png
tiles/images\EARTHQUAKE-TURKEY_009184_pre.png,tiles/images\EARTHQUAKE-TURKEY_009184_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009184_class.png
tiles/images\EARTHQUAKE-TURKEY_009197_pre.png,tiles/images\EARTHQUAKE-TURKEY_009197_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009197_class.png
tiles/images\EARTHQUAKE-TURKEY_009198_pre.png,tiles/images\EARTHQUAKE-TURKEY_009198_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009198_class.png
tiles/images\EARTHQUAKE-TURKEY_009237_pre.png,tiles/images\EARTHQUAKE-TURKEY_009237_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009237_class.png
tiles/images\EARTHQUAKE-TURKEY_009286_pre.png,tiles/images\EARTHQUAKE-TURKEY_009286_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009286_class.png
tiles/images\EARTHQUAKE-TURKEY_009287_pre.png,tiles/images\EARTHQUAKE-TURKEY_009287_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009287_class.png
tiles/images\EARTHQUAKE-TURKEY_009342_pre.png,tiles/images\EARTHQUAKE-TURKEY_009342_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009342_class.png
tiles/images\EARTHQUAKE-TURKEY_009370_pre.png,tiles/images\EARTHQUAKE-TURKEY_009370_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009370_class.png
tiles/images\EARTHQUAKE-TURKEY_009378_pre.png,tiles/images\EARTHQUAKE-TURKEY_009378_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009378_class.png
tiles/images\EARTHQUAKE-TURKEY_009379_pre.png,tiles/images\EARTHQUAKE-TURKEY_009379_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009379_class.png
tiles/images\EARTHQUAKE-TURKEY_009384_pre.png,tiles/images\EARTHQUAKE-TURKEY_009384_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009384_class.png
tiles/images\EARTHQUAKE-TURKEY_009401_pre.png,tiles/images\EARTHQUAKE-TURKEY_009401_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009401_class.png
tiles/images\EARTHQUAKE-TURKEY_009433_pre.png,tiles/images\EARTHQUAKE-TURKEY_009433_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009433_class.png
tiles/images\EARTHQUAKE-TURKEY_009482_pre.png,tiles/images\EARTHQUAKE-TURKEY_009482_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009482_class.png
tiles/images\EARTHQUAKE-TURKEY_009484_pre.png,tiles/images\EARTHQUAKE-TURKEY_009484_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009484_class.png
tiles/images\EARTHQUAKE-TURKEY_009490_pre.png,tiles/images\EARTHQUAKE-TURKEY_009490_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009490_class.png
tiles/images\EARTHQUAKE-TURKEY_009543_pre.png,tiles/images\EARTHQUAKE-TURKEY_009543_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009543_class.png
tiles/images\EARTHQUAKE-TURKEY_009575_pre.png,tiles/images\EARTHQUAKE-TURKEY_009575_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009575_class.png
tiles/images\EARTHQUAKE-TURKEY_009588_pre.png,tiles/images\EARTHQUAKE-TURKEY_009588_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009588_class.png
tiles/images\EARTHQUAKE-TURKEY_009666_pre.png,tiles/images\EARTHQUAKE-TURKEY_009666_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009666_class.png
tiles/images\EARTHQUAKE-TURKEY_009676_pre.png,tiles/images\EARTHQUAKE-TURKEY_009676_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009676_class.png
tiles/images\EARTHQUAKE-TURKEY_009697_pre.png,tiles/images\EARTHQUAKE-TURKEY_009697_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009697_class.png
tiles/images\EARTHQUAKE-TURKEY_009745_pre.png,tiles/images\EARTHQUAKE-TURKEY_009745_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009745_class.png
tiles/images\EARTHQUAKE-TURKEY_009757_pre.png,tiles/images\EARTHQUAKE-TURKEY_009757_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009757_class.png
tiles/images\EARTHQUAKE-TURKEY_009777_pre.png,tiles/images\EARTHQUAKE-TURKEY_009777_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009777_class.png
tiles/images\EARTHQUAKE-TURKEY_009790_pre.png,tiles/images\EARTHQUAKE-TURKEY_009790_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009790_class.png
tiles/images\EARTHQUAKE-TURKEY_009802_pre.png,tiles/images\EARTHQUAKE-TURKEY_009802_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009802_class.png
tiles/images\EARTHQUAKE-TURKEY_009808_pre.png,tiles/images\EARTHQUAKE-TURKEY_009808_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009808_class.png
tiles/images\EARTHQUAKE-TURKEY_009820_pre.png,tiles/images\EARTHQUAKE-TURKEY_009820_post.png,pseudo_labels_forced/masks\EARTHQUAKE-TURKEY_009820_class.png
